TeamNumber,TeamName,Website,Youtube,Twitter,Facebook,Instagram,TBA
5299,Winger Tech,https://wingertech5299.wordpress.com/,NA,NA,https://www.facebook.com/pages/category/Community/Winger-Tech-5299-559642941071055/,NA,https://www.thebluealliance.com/5299
5339,Hurricanes,NA,NA,NA,https://www.facebook.com/FRCteam5339/,NA,https://www.thebluealliance.com/5339
5340,FAIRmingers,http://www.fairmingos.com/,NA,https://twitter.com/fairmingos,NA,NA,https://www.thebluealliance.com/5340
5348,Charger Robotics,NA,https://www.youtube.com/channel/UCedHYi9jrupQBTPITDVxzog,NA,NA,https://www.instagram.com/frc5348/?hl=en,https://www.thebluealliance.com/5348
5434,Falcon Robotics,NA,https://www.youtube.com/channel/UCM7EwJgWRUiafbFKZm0TQGQ,https://twitter.com/falcon_robotics,https://www.facebook.com/Falcon.Robotics/,https://www.instagram.com/faribault.falcon.robotics/?hl=en,https://www.thebluealliance.com/5434
5464,Bluejacket Robotics,NA,NA,NA,https://www.facebook.com/BluejacketRobotics/,https://www.instagram.com/bluejacketsteam5464/,https://www.thebluealliance.com/5464
5541,Shakopee Robotics,NA,https://www.youtube.com/channel/UCNu52ijqs5JepFZdRavFj2g/videos?view=0&sort=da&flow=grid,https://twitter.com/shakorobotics?lang=en,https://www.facebook.com/Shakopee-Robotics-831451413567234/,https://www.instagram.com/saber_robotics/,https://www.thebluealliance.com/5541
5542,RoboHerd,https://www.roboherd5542.com/,NA,NA,https://www.facebook.com/RoboHerd5542/,https://www.instagram.com/buffalo_robotics/?hl=en,https://www.thebluealliance.com/5542
5626,Nu-matic Ninjas,https://numaticninjas.wixsite.com/centralrobotics5626,NA,https://twitter.com/ninjas5626?lang=en,https://www.facebook.com/ninjas5626/,https://www.instagram.com/ninjas5626/?hl=af,https://www.thebluealliance.com/5626
5637,Titanium Polars,NA,NA,NA,NA,NA,https://www.thebluealliance.com/5637
5638,LQPV Robotics,NA,NA,https://twitter.com/frc5638,NA,https://www.instagram.com/frc5638/?hl=en,https://www.thebluealliance.com/5638
5653,Iron Mosquitos,https://ironmos5653.wixsite.com/web-studio-blog,NA,https://twitter.com/frc5653?lang=en,https://www.facebook.com/Iron-Mosquitoes-FRC-5653-109096880611622/?ref=page_internal,NA,https://www.thebluealliance.com/5653
5658,STORMBOTICS,NA,NA,NA,NA,NA,https://www.thebluealliance.com/5658
5690,SubZero Robotics,https://subzerorobotics.wordpress.com/,NA,https://twitter.com/subzerorobotics,https://www.facebook.com/SubZeroRobotics5690/,NA,https://www.thebluealliance.com/5690
5720,Jagobotics,NA,NA,https://twitter.com/jagobotics5720,NA,NA,https://www.thebluealliance.com/5720
5913,Patriotics,https://patriotics186.weebly.com/,NA,NA,https://www.facebook.com/patriotics186,NA,https://www.thebluealliance.com/5913
5914,Robotic Warriors,https://www.7rrc.org/caledonia-1,NA,https://twitter.com/frc5914,https://www.facebook.com/CaledoniaRobotics/,NA,https://www.thebluealliance.com/5914
5929,The Marauders,NA,NA,NA,https://www.facebook.com/pages/category/Just-For-Fun/The-Marauders-LPA-Team-5929-339821589760175/,NA,https://www.thebluealliance.com/5929
5991,Chargers,NA,NA,NA,NA,NA,https://www.thebluealliance.com/5991
5998,The Chillbots,NA,NA,NA,https://www.facebook.com/thechillbotsfrcteam5998,NA,https://www.thebluealliance.com/5998
5999,Byte Force,NA,NA,https://twitter.com/Byte_Force5999,https://www.facebook.com/byte.force.5,https://www.instagram.com/milaca_byte_force/,https://www.thebluealliance.com/5999
6022,Wrench Warmers,https://www.wrenchwarmers6022.com/,NA,https://twitter.com/frc6022?lang=en,https://www.facebook.com/wrenchwarmers/,https://www.instagram.com/p/Buzc9_QlJl4/,https://www.thebluealliance.com/6022
6044,Circuit Breakers,NA,NA,https://mobile.twitter.com/frc6044,https://www.facebook.com/frc6044/,NA,https://www.thebluealliance.com/6044
6045,Sabre Robotics,https://www.frc6045.org/,NA,https://twitter.com/frc6045,https://www.facebook.com/SabreRobotics/,NA,https://www.thebluealliance.com/6045
6047,Proctor Frostbyte,https://frostbyte.club/,NA,https://twitter.com/phsfrostbyte?lang=en,NA,NA,https://www.thebluealliance.com/6047
6132,Iron Rangers,https://rangerrobotics.weebly.com/,https://www.youtube.com/channel/UCsAq_VMHYMtDjIzkwz01sZg,https://twitter.com/Ranger_Robotics,NA,NA,https://www.thebluealliance.com/6132
6146,Blackjacks,NA,NA,https://twitter.com/DBHSRobotics,https://www.facebook.com/dawsonboydrobotics/,https://www.instagram.com/dbhsrobotics/,https://www.thebluealliance.com/6146
6147,Tonkabots,NA,NA,https://twitter.com/tonka_bots?lang=en,NA,NA,https://www.thebluealliance.com/6147
6160,Bombatrons,https://bombatrons.weebly.com/,NA,https://twitter.com/bombatrons,https://www.facebook.com/bombatrons/,https://www.instagram.com/bombatrons/,https://www.thebluealliance.com/6160
6475,EVW Mystery Machine,https://sites.google.com/evw.k12.mn.us/6175-mm-robotics,NA,https://twitter.com/6175machine,NA,NA,https://www.thebluealliance.com/6475
6217,Bomb-Botz,NA,NA,https://twitter.com/6217cfhs,https://www.facebook.com/cfhs6217,https://www.instagram.com/cfhs_6217/,https://www.thebluealliance.com/6217
6453,Bog Bots,https://www.bogbots6453.org/,NA,NA,https://www.facebook.com/bogbots6453/,https://www.instagram.com/kelliherbogbots_6453/,https://www.thebluealliance.com/6453
6628,KMS Botkickers,NA,NA,NA,NA,NA,https://www.thebluealliance.com/6628
6707,RCW Jaguar Robosapiens,NA,NA,NA,NA,NA,https://www.thebluealliance.com/6707
6709,Spudinc,https://biglakerobotics.wixsite.com/mysite,NA,https://twitter.com/spudinc6709,https://www.facebook.com/spudinc6709/,https://www.instagram.com/biglakerobotics/,https://www.thebluealliance.com/6709
6749,tERAbytes,NA,NA,https://twitter.com/team6749,NA,NA,https://www.thebluealliance.com/6749
6758,Otternauts,NA,NA,https://twitter.com/kmrobotics?lang=en,https://www.facebook.com/kmrobotics2017,NA,https://www.thebluealliance.com/6758
6912,InterGalactic Transformers,NA,NA,NA,NA,NA,https://www.thebluealliance.com/6912
7019,TechNoLogic,NA,NA,NA,NA,NA,https://www.thebluealliance.com/7019
7028,Binary Battalion,http://7028robotics.com/,https://www.youtube.com/channel/UCTrd72vnpDdWQ83zk3-plHw,https://twitter.com/stma_robotics?lang=en,https://www.facebook.com/STMARoboticsClub/,NA,https://www.thebluealliance.com/7028
7038,Pizza Pi's,NA,NA,NA,NA,NA,https://www.thebluealliance.com/7038
7041,Doomsday Dogs,NA,NA,https://twitter.com/doomsdaydogs?lang=en,https://www.facebook.com/doomsdaydogs7041/?ref=page_internal,https://www.instagram.com/carlton.robotics/?hl=en,https://www.thebluealliance.com/7041
7068,Mechanical Masterminds,https://www.stfrancisrobotics.org/,NA,NA,https://www.facebook.com/SFHS7068Robotics/,https://www.instagram.com/mechanical.masterminds/,https://www.thebluealliance.com/7068
7180,Wellstone Lions,NA,NA,NA,NA,NA,https://www.thebluealliance.com/7180
7235,Red Lake Ogishidaag,NA,NA,NA,https://www.facebook.com/RLHS-Team-7235-336773733475948/,NA,https://www.thebluealliance.com/7235
7257,Sauk Centre Robotics,NA,NA,https://twitter.com/team7257,NA,NA,https://www.thebluealliance.com/7257
7258,Hiawatha Collegiate,NA,NA,NA,NA,NA,https://www.thebluealliance.com/7258
7273,ZooM Robotics,https://zmrobotics.wixsite.com/7273,NA,https://twitter.com/zmrobotics,https://www.facebook.com/ZooMRobotics7273/?__tn__=%2Cd%2CP-R&eid=ARAsrB45IOa3f6Ds43I4ffnHGIiucJttIecY_SfcXm1Hzf7RrXq2f6ey1e5ephtteWnoSGlqCFLmpbeE,https://www.instagram.com/zmrobotics/,https://www.thebluealliance.com/7273
7311,Boring Robots,https://boring-robotics.neocities.org/,NA,NA,NA,NA,https://www.thebluealliance.com/7311
7432,NOS,NA,NA,https://twitter.com/frcnos,NA,https://www.instagram.com/frc7432/?hl=en,https://www.thebluealliance.com/7432
7530,Brotherhood of Steel,https://wmrobotics7530.wixsite.com/7530,NA,https://twitter.com/RoboticsWm,https://www.facebook.com/watertownmayerschooldistrict/,https://www.instagram.com/wm.robotics/,https://www.thebluealliance.com/7530
7541,Maple River Robotics,NA,NA,NA,https://www.facebook.com/mapleriverrobotics,NA,https://www.thebluealliance.com/7541
7677,Brodacious Bulldogs,NA,NA,NA,NA,NA,https://www.thebluealliance.com/7677
7797,Cloquet's Ripsaw Robotics,https://ripsawrobotics.weebly.com/,NA,https://twitter.com/ripsawr,https://www.facebook.com/groups/486187188458178/?ref=group_header,https://www.instagram.com/ripsawrobotics/,https://www.thebluealliance.com/7797
7849,Chi You's G3AR T3K3,NA,NA,https://twitter.com/7849ers,NA,NA,https://www.thebluealliance.com/7849
7850,C.A.R.D.S,NA,NA,NA,https://www.facebook.com/Robotics.CRHS/,NA,https://www.thebluealliance.com/7850
7858,Warriors,http://64.8.149.185:82/index.html,NA,NA,https://www.facebook.com/warriorrobotics7858,https://www.instagram.com/warrior_robotics7858/,https://www.thebluealliance.com/7858
7864,North Woods Robotics,NA,NA,NA,NA,NA,https://www.thebluealliance.com/7864
7875,MNIC Robotics,NA,NA,https://twitter.com/7875mnic,NA,NA,https://www.thebluealliance.com/7875
7893,Maple Lake High School,NA,NA,NA,NA,NA,https://www.thebluealliance.com/7893
8234,Panthinators,NA,NA,NA,https://www.facebook.com/slprobotics/,NA,https://www.thebluealliance.com/8234
8298,Mighty Morphing Banana Slugs,http://frc8298.com/,NA,NA,NA,https://www.instagram.com/luvernerobotics/,https://www.thebluealliance.com/8298
8347,Broken Eagles,NA,NA,NA,NA,NA,https://www.thebluealliance.com/8347
8355,Melanin Minds,NA,NA,NA,NA,https://www.instagram.com/mmelaninminds/,https://www.thebluealliance.com/8355
8372,HCN Storm,NA,NA,NA,NA,NA,https://www.thebluealliance.com/8372
8409,Kato Coyote's,NA,NA,NA,NA,NA,https://www.thebluealliance.com/8409
8412,Battle Lake Schools,NA,NA,NA,NA,NA,https://www.thebluealliance.com/8412
8416,ElyRobots1,NA,NA,NA,NA,NA,https://www.thebluealliance.com/8416
8422,Pillager High School,NA,NA,NA,NA,NA,https://www.thebluealliance.com/8422
